http_status	case_profile_status	report_count	snapshot_count	anchor_count	notification_count	custody_count	stub_calls	stub_anchor_type	stub_report_id	stub_subject_hash	pdf_exists	pdf_bytes	pdf_sha256
500	REVIEW_ASSIGNED	0	0	0	0	0	1	REPORT_HASH	12	ebfa3744cb8545e9bb5d48cd25532339822741af60bfed0f99190b6df88ad216	true	108521	ebfa3744cb8545e9bb5d48cd25532339822741af60bfed0f99190b6df88ad216
