http_status	case_profile_status	report_count	snapshot_count	anchor_count	notification_count	custody_count	stub_calls	pdf_exists	pdf_bytes	pdf_sha256
500	REVIEW_ASSIGNED	0	0	0	0	0	0	true	108506	c36b6d35a569f8c9d5568756f1c88f1205b9fd36f1c058d83a54ccaa279b4ef9
